jobTitle,companyName,location,datePosted,appStatus,description,seniorityLevel,employmentType,jobFunction,industries
Account Executive - Linkedin Sales Solutions,LinkedIn,"Singapore, Singapore",2 months ago,Be among the first 25 applicants,"Ein, zwei, drei, vier",Not Applicable,Full-time,Sales,Internet
Head Of Sales,Ultimate Asset,"Singapore, Singapore",,27 applicants,"Ein, zwei, drei, vier",Mid-Senior level,Full-time,Sales and Business Development,Internet and Marketing and Advertising
Head of Sales South-east Asia,Ingenique Solutions Pte Ltd,"Singapore, Singapore",,Be among the first 25 applicants,"Ein, zwei, drei, vier",,Full-time,,
Sales Executive,EISOL,"Singapore, Singapore",,Be among the first 25 applicants,"Ein, zwei, drei, vier",,Full-time,,
Sales Executive / Manager,MMI Asia Pte Ltd,"Singapore, Singapore",,Be among the first 25 applicants,"About MMI Asia MMI Asia is a full subsidiary of one of the world largest and leading exhibition organizers; Messe München GMBH (MMG). MMI Asia established in Singapore in 1992, is now embarking on a significant growth and expansion program, bringing some of MMG’s world leading brands to the ASEAN market. Through a combination of, geo clones, partnerships, joint-ventures, M&A and new greenfield launches, MMI Asia is growing its team in Singapore with exceptional, ambitious and innovative staff to assist the company’s growth strategies.  The Role The Sales Executive / Manager will take responsibility for the relationship building and account management of MMI Asia and MMG’s key clients both in Singapore and across the region. The role ensures that client participation in exhibitions and events overseas are seamless and valuable. The position will also support MMI Asia’s show teams to grow exhibition stand, sponsorship, and digital sales for their respective exhibitions.  Responsibilities For MMG international events: Provide detailed information about all Messe München events to exhibitors, visitors, trade association and media representatives located in Singapore Acquisition of exhibitors and visitors Implement tailored promotions, including the formation of Singapore pavilions Work with international project teams regarding exhibitors’ participation Provide support for application formalities, visa application, stand placement etc. Provide information about grant opportunities through government agencies or associations for exhibitor’s trade fair participation  For MMI Asia regional events: Support the show teams for new business acquisition Exhibition stand, sponsorship and digital sales Source, build and maintain a thorough client database Ensure accurate reporting and pipeline management Establish new and strengthen existing relationships with clients Conduct competitive intelligence  Key Skills and experience ·      2+ years in the international exhibition/event industry ·      Proficiency in English, both written and spoken ·      Commercial flair with the ability to innovate ·      Proactive and ambitious in nature is a must for this position ·      Ability to work in a fast-paced environment and observe tight deadlines ·      Familiar with Microsoft office & Salesforce ·      Self-motivated individual with good team spirit",,Full-time,,
Regional Key Account Manager - FMCG,Bolloré Logistics,"Singapore River, Singapore",,Be among the first 25 applicants,"200 years ago, Bolloré Group was born. Today, one of Bolloré Group’s fastest growing business sectors, Bolloré Logistics, have grown to become the world’s top 10 players in freight forwarding and logistics with a powerful network spread across 106 countries, 607 sites with over 20,000 employees. We pride ourselves having developed specific expertise in providing end-to-end supply chain solutions tailored to our customers’ growth and constantly driving innovation to adapt and better cater to their evolving needs. We place our customers at the heart of all our processes, delivering customized solutions while ensuring ethical and responsible business practices.  Here, we believe in People Powered Innovation. It’s the people who brought us to where we are right now, and it’ll be the people who bring us to greater heights. We invite you to join our diverse team on our journey to becoming Global Top 5 in the coming years.   About the role  As a regional key account manager, you will ensure the delivery of expected outcomes along with providing high quality services to our FMCG customers. Reporting to the Head of FMCG Vertical in ASPAC, the role is expected to manage, develop and facilitate growth of existing and targeted accounts within the FMCG Vertical.  It will be your responsibility to come up with strategies to develop and/or maintain Bollore’s position with existing and prospective FMCG accounts. You will also be required to work cross-functionally to participate in tender opportunities, draft legal contracts, as well as generate performance reports in order to position Bollore towards successful business acquisitions.   What you will be doing  Extend Bollore’s reach within Asia Pacific region  Identify Key Account targets in Asia Pacific region Study the FMCG market, inclusive but not limited to, competitors, carriers, manufacturers, market trends, fluctuations and changes. Work with Vertical Lead to develop, grow & capture market share among existing and targeted FMCG accounts with the ASPAC Region Effectively Interact with our network to support overall FMCG development, work with local sales teams in achieving targeted growth for each entity Act as internal consultant and share know-how about the vertical Send sales leads to network in order to increase Bollore Logistics’ presence in ASPAC Establish a referencing strategy for regional or international accounts Develop relationships with prospective key accounts to promote Bollore Logistics and obtain the opportunity to participate for future tenders Represent Bollore Logistics to lead and participate in tender process (RFP/RFI/RFQ) for FMCG accounts Promote Bollore Logistics services and key Asia stations and regions Implement new business strategies to gather sales leads and expand new FMCG customer base  Service support  Determine a tariff policy in conjunction with Middle Office and Regional Sales Management Participate in negotiations with suppliers Monitor customer account profitability and problems linked to receipts with site managers Transfer obtained contracts to Operations team in order to provide high quality service to customers Support services or operation sites through advising on relevant SOPs  Synthesis of information Consolidate statistical elements from various operations for reporting purposes Report sales actions undertaken to further develop key customer accounts Update CRM with weekly activities and monthly reports for key accounts   The successful applicant  Essential  Bachelor’s degree and above At least 10 years’ experience in a fast paced and dynamic MNC environment Prior experience in the logistics/warehousing industry Prior experience in key account management (preferably in ASPAC region) Exceptional business development, relationship management & communication skills  Desirable  Prior experience in FMCG vertical Strong network/contacts of FMCG decision makers in Asia Pacific Strong proficiency in Microsoft Office suite Good sales and analytical skills Customer-centric mindset Self-starter Highly adaptable    Bollore Logistics is proud to be an equal opportunities employer and places high importance on promoting diversity and inclusion in the organization. We embrace all people regardless of age, race, gender identity, sexual orientation, religion, nationality, marital status, political opinions or disability. We are strongly committed to providing a safe working environment for our employees, free from violence, bullying, harassment, or threats.",Mid-Senior level,Full-time,Business Development and Supply Chain,Logistics and Supply Chain
Relationship Manager - Sales Solutions,LinkedIn,"Singapore, Singapore",2 months ago,Be among the first 25 applicants,"Company Description  Imagine what we can do together. At LinkedIn, we believe amazing things can happen when we work together in an environment where everyone feels a true sense of belonging and their ideas are heard. Join us and help make a direct impact on the world’s workforce in ways no other company can.  Job Description  As a Relationship Manager working in a pod structure in our customer expansion business, you will partner closely with the LinkedIn Sales Solutions Enterprise Relationship Manager to partner with existing customers and expand our footprint through repeatable commercial plays and by aligning LinkedIn’s portfolio of professional solutions with the complex requirements of our largest regional and multinational customers (MNC).  The Enterprise customer business in LinkedIn Sales Solutions focuses on green space accounts (existing customers/logos) and accelerates our penetration in the Enterprise segment in Asia through deep client understanding, strategic relationship network and strong value creation. Ready to join this exciting group?  Responsibilities  You will partner with the Enterprise Relationship Manager (RM) to jointly develop account and territory plans, using external and internal data/insights to prioritise accounts, formulate sales strategies and execution tactics to grow existing customers. There will be direct customer expansion accountability and ownership within a subset of the Enterprise RM territory.  This role will also lead the development of quarterly plans to engage and nurture key customer communities as part of a larger pod community of Relationship Managers and Relationship Managers (RM).  This is a highly collaborative role requiring a passion for building strong and lasting relationships which allow our largest customers to be, and feel, successful with LinkedIn products and solutions. Aligned to a pod structure, collaborate and partner with the Enterprise RM’s to agree upon account goals, strategies and tactics for customer growth and then contribute on territory and account plans Proactively identify opportunities in buying centers, subsidiaries and divisions where pilot play(s) can be positioned. As required, conduct detailed discovery and needs analysis with both decision makers and end users to recommend the right LinkedIn Solution. Establish a trusted and multi-threaded relationship with your allocated accounts by providing high-quality customer engagement activities, leveraging x-functional partners and regional/global executives. Be open, collaborative and customer-focused in all communications and transactions with colleagues and clients. Use our CRM every day for tracking activities and, most importantly, forecasting. Speak at client & industry events across APAC in partnership with the Enterprise AE to generate demand and ensure attendance at various LinkedIn marketing & thought leadership events Thought leadership initiatives. As part of the AE/RM pod community, impact strategic and multi-threaded engagement within your territory through a planned and deliberate approach to engaging and nurturing targeted client communities (CXO, Sales/BU Leaders, CMO, Sales Operations, Program Leads/Managers, etc.)  Qualifications  Basic Qualifications: 3+ years of sales and business development experience selling to Enterprise accounts.  Preferred Qualifications: Excellent communications, team collaboration and analytical skills. Experience in multi-threaded engagement, selling to EVPs, CXOs and end-users (in the same sales cycle) in both individual and team sales environments Experience in solution selling to large regional/global customers, with complex organization structure Experience in managing multiple pilot projects. Demonstrated success in driving new business sales, and ability to develop and manage a sales execution plan at an account and/or territory level. Proven success in selling SaaS or disruptive technology in an Enterprise environment.  Additional Information  All your information will be kept confidential according to EEO guidelines.  Global Data Privacy Notice for Job Candidates  Please follow this link to access the document that provides transparency around the way in which LinkedIn handles personal data of employees and job applicants: https://legal.linkedin.com/candidate-portal.  All Dublin, Ireland jobs at LinkedIn are available under our ReturnIn Scheme, for people returning to work from family or care responsibilities. This will include extra support through interview stage, and if successful, an extended induction according to your needs. To access the scheme just let your recruiter know that you're a returner when you apply. Global Data Privacy Notice for Job Candidates  This document provides transparency around the way in which LinkedIn handles personal data of employees and job applicants: https://lnkd.in/GlobalDataPrivacyNotice",Not Applicable,Full-time,Sales,Internet
Sales Manager - Global Clients Program,LinkedIn,"Singapore, Singapore",1 month ago,25 applicants,"Company Description  Imagine what we can do together. At LinkedIn, we believe amazing things can happen when we work together in an environment where everyone feels a true sense of belonging and their ideas are heard. Join us and help make a direct impact on the world’s workforce in ways no other company can.  Job Description  LinkedIn was built to help professionals achieve more in their careers. Everyday millions of people use our products to make connections, discover opportunities and gain insights. Our global reach means we make a direct impact on the world’s workforce in ways no other company can. Our mission is to create economic opportunity for every member of the workforce.  At LinkedIn, we strive to help our employees find passion and purpose. Join us in changing the way the world works and take that leap in your career transformation journey.  The Opportunity  We are looking for a Sales Manager to lead a team of Regional Account Managers within our Global Clients Program (GCP) in growing and maintaining relationships with our most strategic global customers. Your team will be responsible for learning the entire suite of LinkedIn’s Talent Solutions, understanding how they are used and valued by our customers, and making compelling recommendations for additional investments and renewals in LinkedIn.  Your team will be responsible for a book of current customers, involvement in large centralized global contracts and outbound activity within the long tail of your portfolio. Your team will also partner with a select group of global clients to identify solutions that can help them achieve their business and talent objectives.  LinkedIn provides a flexible, high-growth environment where dedicated sales professionals are given the opportunity to excel and be recognized for outstanding results. LinkedIn’s sales team consists of smart, ambitious, and collaborative individuals who excel at leadership, leverage, results, and enhancement of corporate culture.  Responsibilities  Develop and execute a focused sales strategy to renew and expand the customer base for our Global Clients Enterprise. Drive a culture of forecasting excellency across the team and similarly prepare and present accurate sales forecasts to senior management. Prioritize initiatives, create focus for the team and hold them accountable to the use of systems, tools, sales process, and methodology. Directly manage the day-to-day operations of the team with the ability to grow and scale, as necessary. Manage escalations and participate directly in all aspects of the sales cycle to ensure customer and member satisfaction. Be directly involved with the mentorship and development of the team including recruiting, hiring, training and compassionately performance managing new Regional Account Managers. You should have a particular emphasis on coaching and be fully conversant in relation to our Value Engagement and Blueprint methodologies. Ability to build and foster strong cross-functional partnerships. Collaborate with senior leadership to define segment strategy and lead high impact initiatives to fuel new growth areas. Excellent communication skills including active listening, written and verbal across all channels. Demonstrated commitment to building diverse teams and fostering an inclusive team culture.  Qualifications  Basic Qualifications: 8+ years of quota-carrying sales experience. 2+ years of direct people management experience Experience working with Global Clients or Enterprise customers  Preferred Qualifications: A demonstrated track record of exceeding sales targets. Cross-functional partnership, account team, solution selling, team selling environment experience. Experience with managing through significant change. Expertise in the understanding and application of relevant sales methodologies and metrics. Ability to evaluate sound business opportunities and close deals. Strong knowledge of CRM (Customer Relationship Management) tools to manage sales-related activities. Excellent time management skills and ability to prioritize multiple projects and to guide/direct others. Strong oral/written communication and negotiating skills. Excellent client management, presentation skills and conflict resolution ability. A history of strong Executive level client relationships.  Additional Information  All your information will be kept confidential according to EEO guidelines.  Global Data Privacy Notice for Job Candidates  Please follow this link to access the document that provides transparency around the way in which LinkedIn handles personal data of employees and job applicants: https://legal.linkedin.com/candidate-portal.  All Dublin, Ireland jobs at LinkedIn are available under our ReturnIn Scheme, for people returning to work from family or care responsibilities. This will include extra support through interview stage, and if successful, an extended induction according to your needs. To access the scheme just let your recruiter know that you're a returner when you apply. Global Data Privacy Notice for Job Candidates  This document provides transparency around the way in which LinkedIn handles personal data of employees and job applicants: https://lnkd.in/GlobalDataPrivacyNotice",Not Applicable,Full-time,Sales,Internet
Product and Sales Activation Consultant,Google,"Singapore, Singapore",4 weeks ago,Be among the first 25 applicants,"Google will be prioritizing applicants who have a current right to work in Singapore, and do not require Google's sponsorship of a visa.  Minimum qualifications: Bachelor's degree or equivalent practical experience. Experience in advertising, sales, marketing, consulting or media.  Preferred qualifications: 8 years of experience in sales, in integrated marketing communications or media sales. 6 years of experience in advertising sales, marketing, consulting or media in the technology industry. Experience working in advertising sales environment or within the Go-to-Market aspect of a product organization. Experience with partner relations, account management, and sales skills.  About The Job  Businesses that partner with Google come in all shapes, sizes and market caps, and no one Google advertising solution works for all. Your knowledge of online media combined with your communication skills and analytical abilities shapes how new and existing businesses grow. Using your relationship-building skills, you provide Google-caliber client service, research and market analysis. You anticipate how decisions are made, persistently explore and uncover the business needs of Google's key clients and understand how our range of product offerings can grow their business. Working with them, you set the vision and the strategy for how their advertising can reach thousands of users.  Our Google Customer Solutions (GCS) team of entrepreneurial, enthusiastic and customer-focused members help entrepreneurs build their online presence and grow their businesses. We are dedicated to growing the unique needs of advertising companies. In this role, you will collaborate closely to spot and analyze customer needs and trends, and create and implement business plans for all types of businesses.  Our Large Customer Sales teams partner closely with many of the world’s biggest advertisers and agencies to develop digital solutions that build businesses and brands. We enjoy a bird’s eye view on the massive transformation occurring as advertising shifts to mobile and online platforms. We're uniquely situated to help shape how companies grow their businesses in the digital age. We advise clients on Google's broad range of products across search, video and mobile to help them connect instantly and seamlessly with their audiences.  Responsibilities  Oversee and define the product solutions strategy of both performance (Search, Display and Shopping), video (YouTube), and partner with sales teams to influence accounts and achieve in-market business growth objectives. Present Google products with structure, best practice case studies, demonstrations, and data. Build the global product strategy and influence global product roadmap. Provide product updates and insights to our teams and partners. Keep up with internal and external product news and advertising market trends that would have impact on our success. Engage regularly with customers and agency partners together with our initial contact teams to assist in promoting products and stay attuned to their challenges and needs.  Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form .",Not Applicable,Full-time,Sales and Business Development,Information Services and Internet
Business Development Executive,SGeBIZ,"Singapore, Singapore",,Be among the first 25 applicants,"THE COMPANY Singapore E-Business is an exciting fintech company incorporated in 2014. We believe in empowering businesses globally in the digital economy through innovative solutions, helping businesses accelerate growth through integrated payments, financing, and our suite of value-added solutions. With our specialized B2B payment solutions, we solve the biggest pain point that is plaguing the industry, Cash flow optimization for buyers and Cash collection for suppliers. This is enabled through EzyPayments, where buyers are given up to 60 days interest free credits when payments to suppliers are triggered, while suppliers can receive payments due to them within 2-5 days. In addition, we are proud to be part of the government’s initiative to pilot collections via digital means as opposed to the traditional paper GIRO setup. This is a game changer as it will allow seamless and efficient customer onboarding and faster payment collections to any organization. Underpinning EzyPayments will include our suite of value – added solutions, which collectively is a one stop Procure-to-Pay B2B cloud-based platform that connects both buyers and suppliers seamlessly. We specialize in 1) Procurement automation, 2) Accounts payable automation and 3) Payment automation. In this day and age, we believe that productivity is an entitlement. Our aim is to deliver productivity to the buyer and supplier relationship, enabling business to allocate more time for growth. With the massive amounts of data flowing through our platform, we also provide analytics for businesses to embrace data driven growth to make smarter decisions and access to financing.  THE TEAM The Business Development Team (BDT) is responsible for all sales-led initiatives, from lead generation to closures. As we are growing a new product segment in the electronic collection and payments space, we are expecting a strong sales pipeline of high-value deals with Enterprise and SME clients. The BDT team identifies clients whom we can add value to their current procurement to payment processes. This team encompasses high energy members with high expectations in quality output for their clients. The BDT team members focuses on cross industries clients, and have end-to-end skill sets to gap identification, creation of value to clients, negotiation, building relationship and managing key stakeholders.  THE ROLE As we are launching the new e-collection/ e-payment solution, we are looking for a team member to join our BDT team as a Business Development Executive with the full-time role below:  Responsibilities: •       Deal creation and account management (end-to-end CRM) for enterprise or SME sales •       Identifying, negotiating, and executing new deals •       Growing existing and new accounts, including identification and sales of cross product •       Responsible for achieving business and sales objective / targets •       Identifying client’s strategic priorities and interests •       Negotiating, presenting, and closing attractive business deals and ensuring mutually beneficial commercial terms that are in line with business objectives and strategy •       Reaching out to targeted and manage existing key clients to sell, upsell, and cross sell to expand their sales volumes and maintain positive long-term relationships. •       Execute marketing activities and demand generation campaigns •       Develop innovative new methods of cooperation •       Handle account management matters and be the point of contact for customers •       Work with cross functional teams to coordinate pre-sales, post-sales, and support resources to drive successful closure and implementation for customers Attend industry functions, such as association events and conferences, and provide feedback and information on market and creative trends. •       Coordinating and supporting communication plans for enhanced visibility and influence with targeted audiences.  Expected skills and experience: •       3-5 years of working experience in business development, enterprise sales, or B2B sales •       Self-directed prospecting skills •       Striving to meet and exceed sales goals •       Experience working with stakeholders to find win-win solutions •       Demonstrate the ability to communicate, present and influence credibly and effectively at all levels of the organization •       Excellent interpersonal skills and entrepreneur mindset •       Self-motivated with a results-driven approach •       Understanding of payments products and industry will be a plus",Executive,Full-time,"Business Development, Information Technology, and Project Management",Financial Services and Information Technology and Services
